Method,Start,End,Recombinant,Parent1,Parent2,Pvalue
Rdp,540,744,A2D,B.FR.83.HXBLAI_IIIB_BRU.K03455,F2,325502.0588235288
Rdp,3567,4725,A2D,01C,BC,57342.33160621757
Rdp,4866,5284,A2D,01C,BC,158857.46411483234
Rdp,5360,5419,A2D,01C,BC,1125464.7457627112
Rdp,5481,5482,A2D,01C,BC,66402419.999999925
Rdp,5922,6223,A2D,01C,BC,220606.04651162773
Rdp,6536,6545,A2D,01C,BC,7378046.666666653
Rdp,6407,7154,A2D,02B,BC,88892.12851405604
Rdp,7724,7725,A2D,02G,BC,66402419.999999925
Rdp,6299,6680,A2D,A1D,BC,174284.56692913375
Rdp,423,543,A2D,BC,BF1,553353.5
Rdp,4294,4682,A2D,BC,BF1,171140.25773195853
Rdp,4703,4720,A2D,BC,BF1,3906024.7058823514
Rdp,6378,6390,A2D,BC,BF1,5533534.999999995
Rdp,6989,6995,A2D,BC,BF1,11067069.999999993
Rdp,1403,1406,A2D,BC,BG,22134139.999999948
Rdp,5344,5351,A2D,BC,BG,9486060.000000004
Rdp,5413,5428,A2D,BC,BG,4426827.999999993
Rdp,5522,6107,A2D,BC,BG,113508.41025640999
Rdp,7326,7985,A2D,BC,BG,100762.3975720788
Rdp,3385,3402,A2D,BC,CD,3906024.7058823514
Rdp,4468,4887,A2D,BC,CD,158478.32935560832
Rdp,5110,5113,A2D,BC,CD,22134139.999999948
Rdp,5313,5314,A2D,BC,CD,66402419.999999925
Rdp,5451,5455,A2D,BC,CD,16600604.999999978
Rdp,5504,5577,A2D,BC,CD,909622.1917808211
Rdp,5812,5826,A2D,BC,CD,4743029.9999999935
Rdp,5972,5984,A2D,BC,CD,5533534.999999995
Rdp,7241,7290,A2D,BC,CD,1355151.4285714265
Rdp,7457,7479,A2D,BC,CD,3018291.818181814
Rdp,6299,6433,A2D,01B,BF,495540.44776119315
Rdp,8241,8313,A2D,01B,BF,922255.8333333314
Rdp,2093,2649,A2D,01C,BF,119428.81294964015
Rdp,2673,2855,A2D,01C,BF,364848.4615384612
Rdp,2913,2922,A2D,01C,BF,7378046.666666653
Rdp,3121,3122,A2D,01C,BF,66402419.999999925
Rdp,3555,4326,A2D,01C,BF,86125.0583657586
Rdp,4416,4423,A2D,01C,BF,9486060.000000004
Rdp,4815,5210,A2D,01C,BF,168107.39240506306
Rdp,5314,5343,A2D,01C,BF,2289738.620689651
Rdp,5841,6219,A2D,01C,BF,175667.77777777752
Rdp,6719,6726,A2D,01C,BF,9486060.000000004
Rdp,7779,7803,A2D,01C,BF,2766767.4999999977
Rdp,7899,7908,A2D,01C,BF,7378046.666666653
Rdp,5806,6687,A2D,02A,BF,75371.64585698058
Rdp,7005,7006,A2D,02A,BF,66402419.999999925
Rdp,6255,6536,A2D,02B,BF,236307.54448398558
Rdp,6875,6986,A2D,02B,BF,598220.0
Rdp,173,435,A2D,02G,BF,1.139944268894983e-49
Rdp,2064,2086,A2D,02G,BF,3018291.818181814
Rdp,7759,7986,A2D,02G,BF,292521.6740088099
Rdp,205,540,A2D,A1D,BF,7.294296562509462e-75
Rdp,1533,1542,A2D,A1D,BF,7378046.666666653
Rdp,1845,1854,A2D,A1D,BF,7378046.666666653
Rdp,1926,1941,A2D,A1D,BF,4426827.999999993
Rdp,2772,2795,A2D,A1D,BF,2887061.7391304313
Rdp,2898,2906,A2D,A1D,BF,8300302.499999988
Rdp,3309,3396,A2D,A1D,BF,763246.2068965508
Rdp,3475,3480,A2D,A1D,BF,13280483.999999994
Rdp,929,984,A2D,BF,BG,1207316.7272727245
Rdp,1476,1497,A2D,BF,BG,3162019.9999999977
Rdp,3021,3045,A2D,BF,BG,2766767.4999999977
Rdp,1485,1488,A2D,BF,C2U,22134139.999999948
Rdp,1692,1693,A2D,BF,C2U,66402419.999999925
Rdp,136,477,A2D,01C,BF1,1.1618784509735853e-161
Rdp,1485,1615,A2D,01C,BF1,510787.8461538452
Rdp,2154,2664,A2D,01C,BF1,130200.82352941165
Rdp,3282,3324,A2D,01C,BF1,1581009.9999999986
Rdp,4648,4717,A2D,01C,BF1,962353.913043476
Rdp,5498,5536,A2D,01C,BF1,1747432.1052631561
Rdp,5585,5640,A2D,01C,BF1,1207316.7272727245
Rdp,5826,5830,A2D,01C,BF1,16600604.999999978
Rdp,6188,6189,A2D,01C,BF1,66402419.999999925
Rdp,7115,7140,A2D,01C,BF1,2656096.799999996
Rdp,7789,7802,A2D,01C,BF1,5107878.461538458
Rdp,171,468,A2D,02A,BF1,2.6557288463251398e-79
Rdp,1537,1633,A2D,02A,BF1,691691.8749999993
Rdp,2560,2632,A2D,02A,BF1,922255.8333333314
Rdp,3006,3121,A2D,02A,BF1,577412.3478260867
Rdp,3396,3400,A2D,02A,BF1,16600604.999999978
Rdp,3709,4582,A2D,02A,BF1,76062.33676975945
Rdp,4778,5490,A2D,02A,BF1,93261.82584269652
Rdp,6409,7130,A2D,02A,BF1,92097.66990291249
Rdp,7790,8010,A2D,02A,BF1,301829.18181818107
Rdp,8310,8336,A2D,02A,BF1,2553939.2307692287
Rdp,516,639,A2D,02B,BF1,539857.0731707318
Rdp,1212,1674,A2D,02B,BF1,143728.18181818168
Rdp,2998,3017,A2D,02B,BF1,3494864.2105263122
Rdp,3099,3121,A2D,02B,BF1,3018291.818181814
Rdp,3159,3366,A2D,02B,BF1,320784.6376811594
Rdp,3432,3456,A2D,02B,BF1,2766767.4999999977
Rdp,3706,3714,A2D,02B,BF1,8300302.499999988
Rdp,4839,5475,A2D,02B,BF1,104406.32075471684
Rdp,6378,6382,A2D,02B,BF1,16600604.999999978
Rdp,7157,7332,A2D,02B,BF1,379442.3999999994
Rdp,7814,7815,A2D,02B,BF1,66402419.999999925
Rdp,7933,7985,A2D,02B,BF1,1276969.6153846143
Rdp,8310,8313,A2D,02B,BF1,22134139.999999948
Rdp,639,1421,A2D,02G,BF1,4.603780261534105e-11
Rdp,2148,3121,A2D,02G,BF1,68245.03597122295
Rdp,3390,4686,A2D,02G,BF1,51236.43518518513
Rdp,4815,5265,A2D,02G,BF1,147560.9333333333
Rdp,5338,5361,A2D,02G,BF1,2887061.7391304313
Rdp,5584,5624,A2D,02G,BF1,1660060.4999999988
Rdp,5873,5878,A2D,02G,BF1,13280483.999999994
Rdp,6525,7661,A2D,02G,BF1,58452.834507042215
Rdp,232,251,A2D,A1D,BF1,3494864.2105263122
Rdp,460,540,A2D,A1D,BF1,830030.2499999994
Rdp,1609,1713,A2D,A1D,BF1,638484.807692307
Rdp,2769,2772,A2D,A1D,BF1,22134139.999999948
Rdp,3314,3315,A2D,A1D,BF1,66402419.999999925
Rdp,3426,3432,A2D,A1D,BF1,11067069.999999993
Rdp,4699,4714,A2D,A1D,BF1,4426827.999999993
Rdp,5044,5047,A2D,A1D,BF1,22134139.999999948
Rdp,5432,5440,A2D,A1D,BF1,8300302.499999988
Rdp,5457,5459,A2D,A1D,BF1,33201210.00000002
Rdp,7166,7659,A2D,A1D,BF1,134690.50709939137
Rdp,156,173,A2D,BF1,C2U,3906024.7058823514
Rdp,1551,1633,A2D,BF1,C2U,809785.6097560972
Rdp,2373,2625,A2D,BF1,C2U,263501.6666666661
Rdp,3761,3893,A2D,BF1,C2U,503048.6363636359
Rdp,4101,4164,A2D,BF1,C2U,1054006.6666666646
Rdp,5047,5107,A2D,BF1,C2U,1106706.999999998
Rdp,5459,5471,A2D,BF1,C2U,5533534.999999995
Rdp,6189,6219,A2D,BF1,C2U,2213413.9999999963
Rdp,6284,6310,A2D,BF1,C2U,2553939.2307692287
Rdp,7110,7483,A2D,01C,BG,178022.57372654145
Rdp,6269,7295,A2D,02B,BG,64719.70760233911
Rdp,6405,8280,A2D,02G,BG,35414.62399999996
Rdp,740,928,A2D,A1D,BG,353204.3617021269
Rdp,1080,1100,A2D,A1D,BG,3320120.999999998
Rdp,1133,1365,A2D,A1D,BG,286217.32758620684
Rdp,1611,1929,A2D,A1D,BG,208812.6415094337
Rdp,2340,2499,A2D,A1D,BG,417625.2830188674
Rdp,2562,2568,A2D,A1D,BG,11067069.999999993
Rdp,3385,4436,A2D,A1D,BG,63180.22835394859
Rdp,5325,5360,A2D,A1D,BG,1897211.9999999988
Rdp,6087,6200,A2D,A1D,BG,587632.0353982293
Rdp,334,338,A2D,BF1,BG,16600604.999999978
Rdp,630,637,A2D,BF1,BG,9486060.000000004
Rdp,3087,3321,A2D,BF1,BG,283771.0256410252
Rdp,5679,6170,A2D,BF1,BG,135239.14460285107
Rdp,6248,6298,A2D,BF1,BG,1328048.399999998
Rdp,7803,7859,A2D,BF1,BG,1185757.4999999981
Rdp,7962,8214,A2D,BF1,BG,263501.6666666661
Rdp,398,591,A2D,BG,C2U,344053.98963730526
Rdp,1294,1319,A2D,BG,C2U,2656096.799999996
Rdp,1487,1497,A2D,BG,C2U,6640241.999999985
Rdp,1686,1700,A2D,BG,C2U,4743029.9999999935
Rdp,2017,2076,A2D,BG,C2U,1125464.7457627112
Rdp,2242,2337,A2D,BG,C2U,698972.8421052617
Rdp,4729,4806,A2D,BG,C2U,862369.0909090897
Rdp,5233,6121,A2D,BG,C2U,74777.49999999984
Rdp,3582,4487,A2D,01B,C,73372.8397790054
Rdp,554,1717,A2D,01C,C,1.1423169028561877e-199
Rdp,2634,2649,A2D,01C,C,4426827.999999993
Rdp,2750,2949,A2D,01C,C,333680.50251256244
Rdp,3006,3012,A2D,01C,C,11067069.999999993
Rdp,3600,4491,A2D,01C,C,74525.72390572385
Rdp,4625,4676,A2D,01C,C,1302008.2352941155
Rdp,5256,5265,A2D,01C,C,7378046.666666653
Rdp,5450,5454,A2D,01C,C,16600604.999999978
Rdp,6436,7088,A2D,02A,C,101844.2024539875
Rdp,4933,5344,A2D,02B,C,161563.0656934304
Rdp,6412,7088,A2D,02B,C,98228.43195266268
Rdp,3735,4618,A2D,02G,C,75200.92865232157
Rdp,4922,5245,A2D,02G,C,205580.24767801818
Rdp,8175,8184,A2D,02G,C,7378046.666666653
Rdp,741,879,A2D,A1D,C,481176.9565217388
Rdp,5062,5089,A2D,A1D,C,2459348.8888888857
Rdp,1093,1134,A2D,BF,C,1619571.2195121916
Rdp,1226,1260,A2D,BF,C,1953012.3529411722
Rdp,2508,2904,A2D,BF,C,167682.87878787844
Rdp,7326,7706,A2D,BF,C,174743.2105263154
Rdp,7727,7745,A2D,BF,C,3689023.3333333265
Rdp,453,465,A2D,BF1,C,5533534.999999995
Rdp,927,951,A2D,BF1,C,2766767.4999999977
Rdp,1093,1602,A2D,BF1,C,130456.62082514723
Rdp,2358,2379,A2D,BF1,C,3162019.9999999977
Rdp,3447,3476,A2D,BF1,C,2289738.620689651
Rdp,897,929,A2D,BG,C,2075075.6249999967
Rdp,1224,1325,A2D,BG,C,657449.7029702967
Rdp,1424,1524,A2D,BG,C,664024.1999999989
Rdp,2154,2924,A2D,BG,C,86236.90909090903
Rdp,6221,6686,A2D,BG,C,142800.90322580634
Rdp,4867,4872,A2D,C,C2U,13280483.999999994
Rdp,7478,7484,A2D,C,C2U,11067069.999999993
Rdp,1638,1917,A2D,C,CD,238001.50537634388
Rdp,5780,5789,A2D,C,CD,7378046.666666653
Rdp,5840,5910,A2D,C,CD,948605.9999999994
Rdp,1375,1381,A2D,C,DF,11067069.999999993
Rdp,1700,2379,A2D,C,DF,97794.4329896906
Rdp,2855,3072,A2D,C,DF,306001.9354838703
Rdp,3385,3400,A2D,C,DF,4426827.999999993
Rdp,3714,3735,A2D,C,DF,3162019.9999999977
Rdp,3898,4104,A2D,C,DF,322341.8446601937
Rdp,5549,5798,A2D,C,DF,266676.3855421684
Rdp,6310,6357,A2D,C,DF,1412817.446808508
Rdp,1094,1115,A2D,C,F1,3162019.9999999977
Rdp,1425,1449,A2D,C,F1,2766767.4999999977
Rdp,2406,2475,A2D,C,F1,962353.913043476
Rdp,3699,3704,A2D,C,F1,13280483.999999994
Rdp,4456,4457,A2D,C,F1,66402419.999999925
Rdp,4491,4579,A2D,C,F1,754572.9545454534
Rdp,4721,5089,A2D,C,F1,180441.3586956519
Rdp,6858,6902,A2D,C,F1,1509145.9090909068
Rdp,4675,5230,A2D,C,F2,119643.99999999987
Rdp,6146,6418,A2D,C,F2,244126.54411764687
Rdp,6663,6672,A2D,C,F2,7378046.666666653
Rdp,8010,8212,A2D,C,G,328724.8514851477
Rdp,2664,2726,A2D,C,J,1071006.774193546
Rdp,2784,2904,A2D,C,J,553353.5
Rdp,3555,4203,A2D,C,J,102472.87037037028
Rdp,6770,6976,A2D,C,J,322341.8446601937
Rdp,4491,4495,A2D,C,K,16600604.999999978
Rdp,4984,5077,A2D,C,K,714004.5161290312
Rdp,2061,2355,A2D,C,L,225858.57142857122
Rdp,2841,2851,A2D,C,L,6640241.999999985
Rdp,4690,4773,A2D,C,L,800029.1566265048
Rdp,5108,5117,A2D,C,L,7378046.666666653
Rdp,5344,5363,A2D,C,L,3494864.2105263122
Rdp,6643,6680,A2D,C,L,1794659.9999999988
Rdp,6812,7028,A2D,C,L,307418.61111111066
Rdp,7214,7236,A2D,C,L,3018291.818181814
Rdp,141,398,A2D,01C,C2U,7.769150774118475e-88
Rdp,554,1550,A2D,01C,C2U,7.846675600116515e-134
Rdp,2580,2664,A2D,01C,C2U,790504.9999999993
Rdp,2706,2715,A2D,01C,C2U,7378046.666666653
Rdp,3585,4276,A2D,01C,C2U,96096.1215629521
Rdp,4501,4606,A2D,01C,C2U,632404.0
Rdp,4902,5246,A2D,01C,C2U,193030.29069767424
Rdp,5428,5429,A2D,01C,C2U,66402419.999999925
Rdp,5916,6311,A2D,01C,C2U,168107.39240506306
Rdp,6530,6545,A2D,01C,C2U,4426827.999999993
Rdp,6685,6690,A2D,01C,C2U,13280483.999999994
Rdp,7398,7704,A2D,01C,C2U,217001.37254901938
Rdp,7730,7746,A2D,01C,C2U,4150151.2499999935
Rdp,7935,7944,A2D,01C,C2U,7378046.666666653
Rdp,8001,8009,A2D,01C,C2U,8300302.499999988
Rdp,540,549,A2D,02B,C2U,7378046.666666653
Rdp,651,1812,A2D,02B,C2U,1.8175524025235414e-124
Rdp,1998,2226,A2D,02B,C2U,291238.6842105262
Rdp,2271,2283,A2D,02B,C2U,5533534.999999995
Rdp,2632,2733,A2D,02B,C2U,657449.7029702967
Rdp,2855,2946,A2D,02B,C2U,729696.9230769224
Rdp,4525,4618,A2D,02B,C2U,714004.5161290312
Rdp,5466,5480,A2D,02B,C2U,4743029.9999999935
Rdp,6412,6433,A2D,02B,C2U,3162019.9999999977
Rdp,6539,6551,A2D,02B,C2U,5533534.999999995
Rdp,7655,7673,A2D,02B,C2U,3689023.3333333265
Rdp,7853,7920,A2D,02B,C2U,991080.8955223882
Rdp,2323,2324,A2D,02A,CD,66402419.999999925
Rdp,2616,2649,A2D,02A,CD,2012194.545454544
Rdp,2757,4300,A2D,02A,CD,43034.620868438025
Rdp,1194,1633,A2D,02B,CD,151258.35990888363
Rdp,2355,2409,A2D,02B,CD,1229674.4444444429
Rdp,2837,4486,A2D,02B,CD,40268.295936931456
Rdp,319,326,A2D,02G,CD,9486060.000000004
Rdp,421,465,A2D,02G,CD,1509145.9090909068
Rdp,564,570,A2D,02G,CD,11067069.999999993
Rdp,1374,1425,A2D,02G,CD,1302008.2352941155
Rdp,2245,2409,A2D,02G,CD,404892.80487804784
Rdp,2616,2673,A2D,A1D,CD,1164954.7368421047
Rdp,6219,7648,A2D,A1D,CD,46467.753673897816
Rdp,168,397,A2D,AD,CD,1.081279594727716e-27
Rdp,723,1637,A2D,AD,CD,2.845044368912465e-13
Rdp,1699,2988,A2D,BF,CD,51514.67804499612
Rdp,3476,3531,A2D,BF,CD,1207316.7272727245
Rdp,4300,4304,A2D,BF,CD,16600604.999999978
Rdp,4519,5137,A2D,BF,CD,107447.28155339797
Rdp,6511,6531,A2D,BF,CD,3320120.999999998
Rdp,6700,6792,A2D,BF,CD,721765.4347826077
Rdp,6323,6537,A2D,BF1,CD,310291.68224299065
Rdp,7631,7634,A2D,BF1,CD,22134139.999999948
Rdp,1426,1572,A2D,BG,CD,454811.0958904105
Rdp,3386,3417,A2D,BG,CD,2142013.5483870963
Rdp,6512,6521,A2D,BG,CD,7378046.666666653
Rdp,7284,7290,A2D,BG,CD,11067069.999999993
Rdp,7991,8317,A2D,BG,CD,203688.40490797537
Rdp,4843,6541,A2D,C2U,CD,39106.2544169611
Rdp,172,468,A2D,01A1,D,4.778330597409858e-87
Rdp,5058,5171,A2D,02A,D,587632.0353982293
Rdp,5220,5328,A2D,02A,D,614837.2222222213
Rdp,5355,5504,A2D,02A,D,445653.82550335553
Rdp,6625,6689,A2D,02A,D,1037537.8124999983
Rdp,7238,7239,A2D,02A,D,66402419.999999925
Rdp,7434,7642,A2D,02A,D,319242.4038461535
Rdp,5044,5270,A2D,02B,D,293816.0176991146
Rdp,5863,6122,A2D,02B,D,256379.9999999998
Rdp,6219,6276,A2D,02B,D,1164954.7368421047
Rdp,6070,6107,A2D,02G,D,1794659.9999999988
Rdp,7005,7564,A2D,02G,D,118787.87119856884
Rdp,172,326,A2D,AD,D,431184.5454545448
Rdp,740,1637,A2D,AD,D,7.736049370692616e-05
Rdp,3079,3126,A2D,AD,D,1412817.446808508
Rdp,3546,3555,A2D,AD,D,7378046.666666653
Rdp,3624,4492,A2D,AD,D,76500.48387096755
Rdp,1302,2964,A2D,AE,D,2949.549794547603
Rdp,3123,5666,A2D,AE,D,26111.84427841133
Rdp,5796,5797,A2D,AE,D,66402419.999999925
Rdp,5835,5851,A2D,AE,D,4150151.2499999935
Rdp,6686,7237,A2D,AE,D,120512.55898366588
Rdp,7265,7268,A2D,AE,D,22134139.999999948
Rdp,6293,7142,A2D,BC,D,78212.50883392221
Rdp,6162,6643,A2D,BF,D,138050.76923076896
Rdp,6774,6775,A2D,BF,D,66402419.999999925
Rdp,6691,6755,A2D,D,F2,1037537.8124999983
Rdp,6902,6909,A2D,D,F2,9486060.000000004
Rdp,8082,8172,A2D,D,F2,737804.6666666658
Rdp,310,312,A2D,D,G,33201210.00000002
Rdp,358,942,A2D,D,G,1.227730467067824e-90
Rdp,3607,3775,A2D,D,G,395252.4999999996
Rdp,7642,7716,A2D,D,G,897329.9999999993
Rdp,7800,8286,A2D,D,G,136630.49382716022
Rdp,3624,3739,A2D,D,H,577412.3478260867
Rdp,5436,5457,A2D,D,K,3162019.9999999977
Rdp,5535,5568,A2D,D,K,2012194.545454544
Rdp,5666,5706,A2D,D,K,1660060.4999999988
Rdp,6254,6270,A2D,D,K,4150151.2499999935
Rdp,6701,6977,A2D,D,K,240588.4782608694
Rdp,8030,8270,A2D,D,cpx,276676.7499999995
Rdp,1980,2016,A2D,01C,DF,1844511.6666666663
Rdp,2334,2337,A2D,01C,DF,22134139.999999948
Rdp,2502,2636,A2D,01C,DF,495540.44776119315
Rdp,2709,2800,A2D,01C,DF,729696.9230769224
Rdp,3555,4468,A2D,01C,DF,72729.92332968225
Rdp,5001,5531,A2D,01C,DF,125287.58490566025
Rdp,5829,6132,A2D,01C,DF,219149.90099009863
Rdp,8023,8028,A2D,01C,DF,13280483.999999994
Rdp,8130,8164,A2D,01C,DF,1953012.3529411722
Rdp,190,402,A2D,02A,DF,0.5073973750919103
Rdp,534,1425,A2D,02A,DF,5.1762173159263404e-110
Rdp,3805,3894,A2D,02A,DF,746094.6067415723
Rdp,174,513,A2D,02B,DF,3.763800822603345e-113
Rdp,1212,1226,A2D,02B,DF,4743029.9999999935
Rdp,3708,4491,A2D,02B,DF,84805.13409961671
Rdp,190,368,A2D,02G,DF,373047.30337078613
Rdp,555,1421,A2D,02G,DF,2.6941167265171947e-83
Rdp,1647,1713,A2D,02G,DF,1006097.2727272719
Rdp,2209,2792,A2D,02G,DF,113897.80445969103
Rdp,2539,2562,A2D,A1D,DF,2887061.7391304313
Rdp,2608,2614,A2D,A1D,DF,11067069.999999993
Rdp,2772,2793,A2D,A1D,DF,3162019.9999999977
Rdp,3476,4490,A2D,A1D,DF,65485.62130177504
Rdp,7794,7801,A2D,A1D,DF,9486060.000000004
Rdp,372,381,A2D,AD,DF,7378046.666666653
Rdp,4679,4758,A2D,BF,DF,840536.9620253147
Rdp,5024,6696,A2D,BF1,DF,39714.36602870808
Rdp,7467,8244,A2D,BF1,DF,85459.99999999983
Rdp,5978,6962,A2D,BG,DF,67482.13414634134
Rdp,7256,8328,A2D,BG,DF,61942.55597014924
Rdp,1412,1414,A2D,C2U,DF,33201210.00000002
Rdp,1903,2461,A2D,CD,DF,119000.75268817192
Rdp,3093,3130,A2D,CD,DF,1794659.9999999988
Rdp,3777,3807,A2D,CD,DF,2213413.9999999963
Rdp,3984,4155,A2D,CD,DF,388318.2456140345
Rdp,7382,8279,A2D,01B,F1,74027.22408026742
Rdp,502,1668,A2D,01C,F1,1.0667371127595182e-242
Rdp,1905,2016,A2D,01C,F1,598220.0
Rdp,2709,2946,A2D,01C,F1,280178.9873417717
Rdp,3555,4326,A2D,01C,F1,86125.0583657586
Rdp,4412,4490,A2D,01C,F1,851313.0769230768
Rdp,5874,6200,A2D,01C,F1,203688.40490797537
Rdp,6469,6691,A2D,01C,F1,299109.9999999994
Rdp,7191,7716,A2D,01C,F1,126480.79999999987
Rdp,7744,7752,A2D,01C,F1,8300302.499999988
Rdp,7768,7812,A2D,02A,F1,1509145.9090909068
Rdp,183,502,A2D,02B,F1,1.9790561473653027e-86
Rdp,183,398,A2D,02G,F1,1.6004912635230796e-05
Rdp,696,1465,A2D,02G,F1,25278.33210003927
Rdp,1629,1631,A2D,02G,F1,33201210.00000002
Rdp,2154,2157,A2D,02G,F1,22134139.999999948
Rdp,2460,2461,A2D,02G,F1,66402419.999999925
Rdp,2998,3042,A2D,02G,F1,1509145.9090909068
Rdp,3141,3171,A2D,02G,F1,2213413.9999999963
Rdp,3438,3456,A2D,02G,F1,3689023.3333333265
Rdp,7708,7730,A2D,02G,F1,3018291.818181814
Rdp,8029,8070,A2D,02G,F1,1619571.2195121916
Rdp,2781,2949,A2D,A1D,F1,395252.4999999996
Rdp,3321,3372,A2D,A1D,F1,1302008.2352941155
Rdp,3475,3480,A2D,A1D,F1,13280483.999999994
Rdp,7791,7800,A2D,A1D,F1,7378046.666666653
Rdp,7920,7985,A2D,A1D,F1,1021575.6923076924
Rdp,6323,6446,A2D,AE,F1,539857.0731707318
Rdp,8052,8279,A2D,AE,F1,292521.6740088099
Rdp,2515,8176,A2D,BF1,F1,11729.803921568622
Rdp,1093,1414,A2D,C2U,F1,206861.12149532686
Rdp,5047,5436,A2D,C2U,F1,170700.30848329052
Rdp,6326,6335,A2D,C2U,F1,7378046.666666653
Rdp,6786,6849,A2D,C2U,F1,1054006.6666666646
Rdp,7699,8106,A2D,C2U,F1,163150.90909090897
Rdp,1700,2913,A2D,CD,F1,54742.30832646319
Rdp,3672,4215,A2D,CD,F1,122288.06629834254
Rdp,5432,5434,A2D,CD,F1,33201210.00000002
Rdp,5504,5790,A2D,CD,F1,232176.29370629348
Rdp,2568,2649,A2D,DF,F1,819782.9629629609
Rdp,4679,4758,A2D,DF,F1,840536.9620253147
Rdp,4844,4856,A2D,DF,F1,5533534.999999995
Rdp,4997,5008,A2D,DF,F1,6036583.636363628
Rdp,6309,6398,A2D,F1,F2,746094.6067415723
Rdp,306,435,A2D,F1,H,514747.44186046417
Rdp,1786,1831,A2D,F1,J,1475609.3333333319
Rdp,4878,5109,A2D,F1,J,287456.3636363634
Rdp,5181,5183,A2D,F1,J,33201210.00000002
Rdp,2571,2619,A2D,F1,L,1383383.7499999986
Rdp,2826,3017,A2D,F1,L,347656.6492146593
Rdp,4876,5087,A2D,F1,L,314703.4123222742
Rdp,4720,5256,A2D,F1,cpx,123885.11194029826
Rdp,5927,6391,A2D,F1,cpx,143108.66379310316
Rdp,6687,6995,A2D,F1,cpx,215592.2727272724
Rdp,5645,5646,A2D,01B,F2,66402419.999999925
Rdp,6051,6074,A2D,01B,F2,2887061.7391304313
Rdp,7813,8313,A2D,01B,F2,132804.83999999988
Rdp,1962,1965,A2D,01C,F2,22134139.999999948
Rdp,2100,2129,A2D,01C,F2,2289738.620689651
Rdp,2352,2461,A2D,01C,F2,609196.5137614673
Rdp,3567,4173,A2D,01C,F2,109574.9504950495
Rdp,4679,4703,A2D,01C,F2,2766767.4999999977
Rdp,5299,5363,A2D,01C,F2,1037537.8124999983
Rdp,5588,5618,A2D,01C,F2,2213413.9999999963
Rdp,5815,5911,A2D,01C,F2,691691.8749999993
Rdp,6032,6051,A2D,01C,F2,3494864.2105263122
Rdp,6215,6299,A2D,01C,F2,790504.9999999993
Rdp,6392,6398,A2D,01C,F2,11067069.999999993
Rdp,156,368,A2D,02A,F2,1.719928754357173e-25
Rdp,751,1713,A2D,02A,F2,2.7841783578103614e-16
Rdp,3246,3342,A2D,02A,F2,691691.8749999993
Rdp,3900,3918,A2D,02A,F2,3689023.3333333265
Rdp,4568,4599,A2D,02A,F2,2142013.5483870963
Rdp,4797,5441,A2D,02A,F2,103109.3478260868
Rdp,7307,7311,A2D,02A,F2,16600604.999999978
Rdp,744,759,A2D,02B,F2,4426827.999999993
Rdp,1099,1713,A2D,02B,F2,108147.2638436481
Rdp,4128,4155,A2D,02B,F2,2459348.8888888857
Rdp,4537,4555,A2D,02B,F2,3689023.3333333265
Rdp,4839,5436,A2D,02B,F2,111226.83417085421
Rdp,6051,6053,A2D,02B,F2,33201210.00000002
Rdp,7166,7311,A2D,02B,F2,457947.7241379306
Rdp,7779,7868,A2D,02B,F2,746094.6067415723
Rdp,3792,4668,A2D,02G,F2,75801.84931506845
Rdp,5657,5918,A2D,A1D,F2,254415.40229885041
Rdp,7191,7280,A2D,A1D,F2,746094.6067415723
Rdp,7705,7730,A2D,A1D,F2,2656096.799999996
Rdp,7802,7803,A2D,A1D,F2,66402419.999999925
Rdp,7942,7980,A2D,A1D,F2,1747432.1052631561
Rdp,8033,8040,A2D,A1D,F2,9486060.000000004
Rdp,8109,8277,A2D,A1D,F2,395252.4999999996
Rdp,5294,5468,A2D,AE,F2,381623.10344827536
Rdp,7326,7793,A2D,AE,F2,142189.33618843663
Rdp,7945,8313,A2D,AE,F2,180441.3586956519
Rdp,6302,6406,A2D,BF,F2,638484.807692307
Rdp,5193,5360,A2D,C2U,F2,397619.2814371248
Rdp,5460,5917,A2D,C2U,F2,145300.70021881815
Rdp,7605,7660,A2D,C2U,F2,1207316.7272727245
Rdp,1700,2379,A2D,CD,F2,97794.4329896906
Rdp,1426,1471,A2D,F2,G,1475609.3333333319
Rdp,3806,3918,A2D,F2,G,592878.7500000001
Rdp,7301,7681,A2D,F2,G,174743.2105263154
Rdp,1476,1485,A2D,F2,J,7378046.666666653
Rdp,1704,1785,A2D,F2,J,819782.9629629609
Rdp,2461,2474,A2D,F2,J,5107878.461538458
Rdp,2881,2922,A2D,F2,J,1619571.2195121916
Rdp,4699,4715,A2D,F2,J,4150151.2499999935
Rdp,4876,5038,A2D,F2,J,409891.48148148117
Rdp,5333,5462,A2D,F2,J,514747.44186046417
Rdp,3760,3807,A2D,F2,L,1412817.446808508
Rdp,3897,4317,A2D,F2,L,158100.99999999997
Rdp,7495,7612,A2D,F2,L,567542.0512820506
Rdp,3759,4215,A2D,F2,cpx,145619.3421052628
Rdp,7311,7649,A2D,01A1,G,196456.863905325
Rdp,6227,6302,A2D,01B,G,885365.5999999993
Rdp,8001,8007,A2D,01B,G,11067069.999999993
Rdp,895,1503,A2D,01C,G,109214.50657894721
Rdp,1986,1992,A2D,01C,G,11067069.999999993
Rdp,2472,2508,A2D,01C,G,1844511.6666666663
Rdp,4286,4537,A2D,01C,G,264551.47410358547
Rdp,4720,4855,A2D,01C,G,491869.7777777776
