"","tree_30","tree_8","tree_31","tree_10","tree_2","tree_21","most_probable","window_prob","modal_class","modal_prob","modal_prop","site"
"2532",3.83413e-05,0.992644,0.000516675,0.00122438,0.00556405,1.21445e-05,"tree_8","tree_10","tree_10",0.237867672923077,1,2532
"2533",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.237824057538462,1,2533
"2534",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.227018803692308,1,2534
"2535",0.258795,0.176023,0.0777687,0.266,0.122908,0.0985049,"tree_10","tree_10","tree_10",0.233537501128205,1,2535
"2536",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.23349388574359,1,2536
"2537",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.249442763333333,1,2537
"2538",0.0698351,0.678455,0.0133145,0.115405,0.0339459,0.0890445,"tree_8","tree_10","tree_10",0.249434788974359,1,2538
"2539",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.256222301794872,1,2539
"2540",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.263015386410256,1,2540
"2541",0.0602361,0.000198932,0.072358,0.0843662,0.0554259,0.727415,"tree_21","tree_10","tree_10",0.262979694102564,1,2541
"2542",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.262995591538462,1,2542
"2543",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.274257796666667,1,2543
"2544",0.206337,0.0133115,0.0171308,0.462977,0.00558289,0.29466,"tree_10","tree_10","tree_10",0.274273694102564,1,2544
"2545",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.274289591538461,1,2545
"2546",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.278788053076923,1,2546
"2547",7.53058e-05,0.992388,2.48761e-05,0.00446839,0.00200081,0.0010431,"tree_8","tree_10","tree_10",0.28020813,1,2547
"2548",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.28020813,1,2548
"2549",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.279135822307692,1,2549
"2550",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.277324181282051,1,2550
"2551",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.276496642820513,1,2551
"2552",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.277918240769231,1,2552
"2553",0.111768,0.136864,0.411624,0.0606111,0.110334,0.168799,"tree_31","tree_10","tree_10",0.277961856153846,1,2553
"2554",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.277945958717949,1,2554
"2555",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.278385317692308,1,2555
"2556",0.00215748,0.0960118,0.00739464,0.622876,0.137772,0.133788,"tree_10","tree_10","tree_10",0.278377394615385,1,2556
"2557",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.278413086923077,1,2557
"2558",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.282713856153846,1,2558
"2559",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.282713856153846,1,2559
"2560",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.282705881794872,1,2560
"2561",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.286478594615385,1,2561
"2562",0.00413565,0.00158627,0.00101222,0.722361,0.000702585,0.270203,"tree_10","tree_10","tree_10",0.28652221,1,2562
"2563",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.28652221,1,2563
"2564",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.281962466410256,1,2564
"2565",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.281954492051282,1,2565
"2566",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.281954492051282,1,2566
"2567",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.282577782051282,1,2567
"2568",0.580813,0.000993498,0.0562895,0.267806,0.0371443,0.0569532,"tree_30","tree_10","tree_10",0.282577782051282,1,2568
"2569",0.141149,0.369842,0.0188819,0.229823,0.0680402,0.172263,"tree_8","tree_10","tree_10",0.282621397435897,1,2569
"2570",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.281897166666667,1,2570
"2571",0.0759744,0.616381,0.107498,0.0566667,0.0609312,0.0825493,"tree_8","tree_10","tree_10",0.281897166666667,1,2571
"2572",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.281897166666667,1,2572
"2573",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.288835625641026,1,2573
"2574",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.288843548717949,1,2574
"2575",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.288851471794872,1,2575
"2576",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.275794907692308,1,2576
"2577",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.275794907692308,1,2577
"2578",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.275794907692308,1,2578
"2579",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.269691864102564,1,2579
"2580",1.47012e-05,0.00178917,0.000111439,0.231502,0.766557,2.58375e-05,"tree_2","tree_10","tree_10",0.269683941025641,1,2580
"2581",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.262499604615385,1,2581
"2582",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.248496322564103,1,2582
"2583",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.248532014871795,1,2583
"2584",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.248516117435897,1,2584
"2585",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.248508143076923,1,2585
"2586",0.0342723,0.0076558,0.0648771,0.0287767,0.0588817,0.805536,"tree_21","tree_10","tree_10",0.248464527692308,1,2586
"2587",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.248428835384615,1,2587
"2588",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.250926117435897,1,2588
"2589",0.284081,0.0768159,0.138278,0.256902,0.17765,0.0662728,"tree_30","tree_10","tree_10",0.252293091794872,1,2589
"2590",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.252293091794872,1,2590
"2591",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.270297227692308,1,2591
"2592",0.23835,0.0498516,0.0605029,0.331211,0.106824,0.21326,"tree_10","tree_10","tree_10",0.270261535384615,1,2592
"2593",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.27026950974359,1,2593
"2594",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.263488486666667,1,2594
"2595",0.0685764,0.684018,0.0128051,0.11367,0.0333145,0.0876163,"tree_8","tree_10","tree_10",0.264383691794872,1,2595
"2596",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.264347999487179,1,2596
"2597",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.260002743076923,1,2597
"2598",0.000166307,0.000785852,3.6922e-05,0.0454273,0.950586,0.00299719,"tree_2","tree_10","tree_10",0.260745332820513,1,2598
"2599",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.260796922564103,1,2599
"2600",0.614195,4.03491e-05,0.21532,0.00356588,0.160644,0.00623442,"tree_30","tree_10","tree_10",0.26212882,1,2600
"2601",0.29425,0.495596,0.0152597,0.176233,5.39737e-05,0.0186083,"tree_8","tree_10","tree_10",0.280199871282051,1,2601
"2602",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.292556691794872,1,2602
"2603",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.29215499948718,1,2603
"2604",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.289821512307692,1,2604
"2605",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289865127692308,1,2605
"2606",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.294665725128205,1,2606
"2607",0.210671,0.0716523,0.0680701,0.3652,0.0537184,0.230688,"tree_10","tree_10","tree_10",0.295459084102564,1,2607
"2608",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.295423391794872,1,2608
"2609",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.296104007179487,1,2609
"2610",0.00401629,0.00139344,0.0903382,0.758828,0.0436276,0.101797,"tree_10","tree_10","tree_10",0.29388869948718,1,2610
"2611",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.29388869948718,1,2611
"2612",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.291460571282051,1,2612
"2613",0.0239396,0.000450991,0.060098,0.0186751,0.028923,0.867913,"tree_21","tree_10","tree_10",0.291452648205128,1,2613
"2614",0.402783,5.06008e-06,0.0168364,0.318359,0.176658,0.0853579,"tree_30","tree_10","tree_10",0.291444725128205,1,2614
"2615",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.288558422564103,1,2615
"2616",0.0685764,0.684018,0.0128051,0.11367,0.0333145,0.0876163,"tree_8","tree_10","tree_10",0.289583448205128,1,2616
"2617",0.218506,0.0476291,0.055283,0.312096,0.145299,0.221187,"tree_10","tree_10","tree_10",0.290478550769231,1,2617
"2618",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.29651862,1,2618
"2619",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.298803748205128,1,2619
"2620",8.49912e-06,0.00301284,0.000894218,0.989918,0.00602095,0.000145246,"tree_10","tree_10","tree_10",0.30961252051282,1,2620
"2621",0.000920208,0.0290962,0.000651675,0.765362,0.199692,0.00427866,"tree_10","tree_10","tree_10",0.30780487948718,1,2621
"2622",0.0623924,0.639934,0.00151141,0.269481,0.0256671,0.00101385,"tree_8","tree_10","tree_10",0.30780487948718,1,2622
"2623",0.437563,0.27586,0.00909126,0.192129,0.0806955,0.00466113,"tree_30","tree_10","tree_10",0.30780487948718,1,2623
"2624",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.30780487948718,1,2624
"2625",0.132512,0.409676,0.01709,0.216,0.063541,0.161181,"tree_8","tree_10","tree_10",0.30780487948718,1,2625
"2626",0.253951,0.027873,0.0279548,0.314696,0.0635521,0.311973,"tree_10","tree_10","tree_10",0.30780487948718,1,2626
"2627",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.305752238461538,1,2627
"2628",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.305752238461538,1,2628
"2629",0.270746,0.0163004,0.045913,0.197358,0.061561,0.408122,"tree_21","tree_10","tree_10",0.305752238461538,1,2629
"2630",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.29357087948718,1,2630
"2631",0.0459229,0.0945298,0.132951,0.236514,0.461569,0.0285132,"tree_2","tree_10","tree_10",0.293562956410256,1,2631
"2632",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.293562956410256,1,2632
"2633",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.300482492307692,1,2633
"2634",0.158207,0.00038096,0.321577,0.0011042,0.34474,0.17399,"tree_2","tree_10","tree_10",0.299579312820513,1,2634
"2635",0.397337,3.19251e-05,0.0166057,0.323111,0.174035,0.0888801,"tree_30","tree_10","tree_10",0.29957138974359,1,2635
"2636",0.389961,0.000145406,0.0240575,0.318355,0.175156,0.0923244,"tree_30","tree_10","tree_10",0.318017517948718,1,2636
"2637",0.000483761,0.00029299,0.0673495,0.28099,0.00865521,0.642229,"tree_21","tree_10","tree_10",0.317282902564103,1,2637
"2638",0.232111,0.110324,0.0689948,0.372566,0.0386591,0.177345,"tree_10","tree_10","tree_10",0.317282902564103,1,2638
"2639",0.109081,0.263785,0.054606,0.425108,0.0184787,0.128941,"tree_10","tree_10","tree_10",0.314544287179487,1,2639
"2640",0.0665112,0.739767,0.0102772,0.105735,0.020432,0.0572776,"tree_8","tree_10","tree_10",0.296437543589744,1,2640
"2641",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.284080723076923,1,2641
"2642",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.277754033333333,1,2642
"2643",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.280095494871795,1,2643
"2644",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.280051879487179,1,2644
"2645",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.299398187179487,1,2645
"2646",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.29864052051282,1,2646
"2647",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.298676212820513,1,2647
"2648",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.298676212820513,1,2648
"2649",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.300875623076923,1,2649
"2650",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.300919238461538,1,2650
"2651",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.303569571794872,1,2651
"2652",0.372786,0.0402775,0.049615,0.288537,0.0938334,0.154952,"tree_30","tree_10","tree_10",0.303561597435897,1,2652
"2653",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.303553623076923,1,2653
"2654",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.308729438461538,1,2654
"2655",0.00070316,0.0158861,6.72308e-05,0.833069,0.146379,0.00389554,"tree_10","tree_10","tree_10",0.307712387179487,1,2655
"2656",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.306817284615385,1,2656
"2657",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.310661848717949,1,2657
"2658",0.121015,0.471977,0.0187877,0.17664,0.0283059,0.183274,"tree_8","tree_10","tree_10",0.304853541025641,1,2658
"2659",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.301264797435897,1,2659
"2660",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.319468335897436,1,2660
"2661",0.0131204,0.000158791,0.0930019,0.0227401,0.0505066,0.820472,"tree_21","tree_10","tree_10",0.31942472051282,1,2661
"2662",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.319432694871795,1,2662
"2663",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.313670269230769,1,2663
"2664",0.000455965,0.00824149,0.0115006,0.970506,0.000353404,0.008943,"tree_10","tree_10","tree_10",0.313713884615385,1,2664
"2665",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.313697987179487,1,2665
"2666",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.313646397435897,1,2666
"2667",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.313646397435897,1,2667
"2668",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.313610705128205,1,2668
"2669",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.313602782051282,1,2669
"2670",0.048784,0.337495,0.00999221,0.339877,0.153397,0.110455,"tree_10","tree_10","tree_10",0.313602782051282,1,2670
"2671",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.313594807692308,1,2671
"2672",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.312601243589744,1,2672
"2673",0.375522,0.040458,0.0723446,0.202961,0.206871,0.101842,"tree_30","tree_10","tree_10",0.312617141025641,1,2673
"2674",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.312617141025641,1,2674
"2675",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.295983217948718,1,2675
"2676",0.0731847,0.0429508,0.0956172,0.430928,0.0719472,0.285372,"tree_10","tree_10","tree_10",0.295983217948718,1,2676
"2677",0.0001872,0.320134,1.8976e-05,0.146042,0.533466,0.000152031,"tree_2","tree_10","tree_10",0.295983217948718,1,2677
"2678",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.302050679487179,1,2678
"2679",0.00107916,0.0287589,0.000109342,0.815673,0.149835,0.00454448,"tree_10","tree_10","tree_10",0.302086371794872,1,2679
"2680",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.302086371794872,1,2680
"2681",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.302858912820513,1,2681
"2682",0.0132676,0.000252044,0.00144727,0.0584004,0.895165,0.0314672,"tree_2","tree_10","tree_10",0.29563404025641,1,2682
"2683",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.295641963333333,1,2683
"2684",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.277482168461538,1,2684
"2685",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.277430578717949,1,2685
"2686",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.277378988974359,1,2686
"2687",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.28050380948718,1,2687
"2688",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.280511783846154,1,2688
"2689",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.280511783846154,1,2689
"2690",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.283047065897436,1,2690
"2691",0.142413,0.0737246,0.229863,0.249788,0.301719,0.0024922,"tree_2","tree_10","tree_10",0.284381245384615,1,2691
"2692",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.285284322307692,1,2692
"2693",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.290085655641026,1,2693
"2694",0.0153681,0.771243,0.00102493,0.184346,1.19319e-05,0.0280058,"tree_8","tree_10","tree_10",0.288356271025641,1,2694
"2695",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.288399886410256,1,2695
"2696",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.284274527435897,1,2696
"2697",0.175421,0.0457432,0.0491731,0.413271,0.148016,0.168376,"tree_10","tree_10","tree_10",0.287797706923077,1,2697
"2698",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.281242283846154,1,2698
"2699",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.267608078717949,1,2699
"2700",0.00307558,0.000232774,0.000988298,0.0528692,0.941823,0.0010111,"tree_2","tree_10","tree_10",0.267616001794872,1,2700
"2701",0.0071455,0.96945,0.0216892,0.00167597,1.74848e-05,2.17327e-05,"tree_8","tree_10","tree_10",0.267616001794872,1,2701
"2702",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.270152145384615,1,2702
"2703",0.0825842,0.0170722,0.0771079,0.262274,0.281894,0.279068,"tree_2","tree_10","tree_10",0.273309273589744,1,2703
"2704",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.273360863333333,1,2704
"2705",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.29079570948718,1,2705
"2706",0.000950449,0.369598,0.0438745,0.405314,0.178878,0.00138517,"tree_10","tree_10","tree_10",0.290847299230769,1,2706
"2707",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.290831401794872,1,2707
"2708",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.288349299230769,1,2708
"2709",0.0478475,0.406749,0.0167193,0.438753,0.0214317,0.0685002,"tree_10","tree_10","tree_10",0.288349299230769,1,2709
"2710",0.255034,0.110749,0.0398595,0.335168,0.086847,0.172342,"tree_10","tree_10","tree_10",0.281302877179487,1,2710
"2711",0.389961,0.000145406,0.0240575,0.318355,0.175156,0.0923244,"tree_30","tree_10","tree_10",0.285799133589744,1,2711
"2712",0.00836092,0.189931,0.00756018,0.390213,0.0254788,0.378456,"tree_10","tree_10","tree_10",0.283968928461538,1,2712
"2713",0.132512,0.409676,0.01709,0.216,0.063541,0.161181,"tree_8","tree_10","tree_10",0.281749697692308,1,2713
"2714",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.278770105384615,1,2714
"2715",0.201987,0.082007,0.116382,0.270039,0.149146,0.180439,"tree_10","tree_10","tree_10",0.275395515641026,1,2715
"2716",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.275395515641026,1,2716
"2717",0.845147,0.0385838,0.0222649,0.0294855,0.054757,0.0097616,"tree_30","tree_10","tree_10",0.265777348974359,1,2717
"2718",0.170319,0.283021,0.0392884,0.283939,0.222004,0.00142817,"tree_10","tree_10","tree_10",0.265733733589744,1,2718
"2719",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.265725759230769,1,2719
"2720",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.268413728461538,1,2720
"2721",0.409361,0.000471715,0.160097,0.15731,0.197197,0.0755625,"tree_30","tree_10","tree_10",0.275630626666667,1,2721
"2722",2.02467e-05,0.282806,0.000177564,0.408275,0.197585,0.111136,"tree_10","tree_10","tree_10",0.275614729230769,1,2722
"2723",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.287566472820513,1,2723
"2724",0.000262979,0.029517,0.00148448,0.963094,0.00221372,0.00342752,"tree_10","tree_10","tree_10",0.29919054974359,1,2724
"2725",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.302730165128205,1,2725
"2726",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.301747857435897,1,2726
"2727",0.107727,0.26022,0.0947542,0.186644,0.348866,0.00178884,"tree_2","tree_10","tree_10",0.301747857435897,1,2727
"2728",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.301704242051282,1,2728
"2729",0.184846,0.00325571,0.0512874,0.00832454,0.105293,0.646993,"tree_21","tree_10","tree_10",0.300973524102564,1,2729
"2730",0.164095,0.0732685,0.150391,0.425142,0.0763445,0.110759,"tree_10","tree_10","tree_10",0.299639344615385,1,2730
"2731",0.14242,0.0448866,0.0827369,0.212377,0.516965,0.000614534,"tree_2","tree_10","tree_10",0.293918524102564,1,2731
"2732",0.133842,0.0521081,0.108518,0.196896,0.508479,0.000157498,"tree_2","tree_10","tree_10",0.288442293333333,1,2732
"2733",0.108509,0.675595,0.0482149,0.0681419,0.0171166,0.0824232,"tree_8","tree_10","tree_10",0.298155729230769,1,2733
"2734",0.0926211,0.583968,0.012592,0.151837,0.044553,0.114429,"tree_8","tree_10","tree_10",0.298155729230769,1,2734
"2735",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.300020524102564,1,2735
"2736",5.35313e-05,0.961423,3.51049e-05,0.0381625,0.000114624,0.000211763,"tree_8","tree_10","tree_10",0.300020524102564,1,2736
"2737",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.306540254871795,1,2737
"2738",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.306527613846154,1,2738
"2739",0.279477,0.399151,0.0207722,0.1577,0.0648324,0.0780669,"tree_8","tree_10","tree_10",0.306511716410256,1,2739
"2740",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.306511716410256,1,2740
"2741",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.326932742051282,1,2741
"2742",0.0857678,0.00748438,0.0940075,0.728392,0.00574566,0.0786024,"tree_10","tree_10","tree_10",0.32053004974359,1,2742
"2743",0.00155477,0.178711,0.000351827,0.736474,0.0769541,0.00595515,"tree_10","tree_10","tree_10",0.32053004974359,1,2743
"2744",0.185087,0.0385248,0.0364124,0.42118,0.147729,0.171066,"tree_10","tree_10","tree_10",0.303103177948718,1,2744
"2745",0.0118081,0.375957,0.0014637,0.367004,0.00470947,0.239058,"tree_8","tree_10","tree_10",0.312222947179487,1,2745
