Method,Start,End,Recombinant,Parent1,Parent2,Pvalue
Rdp,5256,5365,A5U,02G,F2,637353.8532110108
Rdp,5435,5439,A5U,02G,F2,17367892.500000037
Rdp,5641,5986,A5U,02G,F2,201366.86956521778
Rdp,6344,6371,A5U,02G,F2,2573021.111111117
Rdp,7003,7041,A5U,02G,F2,1828199.2105263202
Rdp,7237,7362,A5U,02G,F2,555772.5600000006
Rdp,7555,7926,A5U,02G,F2,187254.90566037767
Rdp,8110,8307,A5U,02G,F2,352647.5634517778
Rdp,8387,8469,A5U,02G,F2,847214.2682926855
Rdp,606,753,A5U,A1D,F2,472595.71428571554
Rdp,7427,7477,A5U,A1D,F2,1389431.4000000027
Rdp,7685,7927,A5U,A1D,F2,287072.6033057857
Rdp,8546,8702,A5U,A1D,F2,445330.5769230775
Rdp,1754,1829,A5U,AD,F2,926287.6000000024
Rdp,2174,2258,A5U,AD,F2,827042.5000000021
Rdp,3282,3285,A5U,AD,F2,23157190.000000026
Rdp,3528,3665,A5U,AD,F2,507091.7518248191
Rdp,4970,5005,A5U,AD,F2,1984902.0000000058
Rdp,6434,6442,A5U,BF,F2,8683946.250000019
Rdp,6548,7297,A5U,CD,F2,92752.42990654238
Rdp,649,655,A5U,DF,F2,11578595.000000032
Rdp,3657,5535,A5U,F2,G,36992.31629392979
Rdp,304,346,A5U,F2,H,1654085.0000000044
Rdp,3854,3862,A5U,F2,J,8683946.250000019
Rdp,5099,5221,A5U,F2,J,569439.0983606564
Rdp,5423,5454,A5U,F2,J,2241018.3870967813
Rdp,4853,4860,A5U,F2,K,9924510.00000004
Rdp,6533,6592,A5U,F2,K,1177484.237288139
Rdp,6799,6837,A5U,F2,K,1828199.2105263202
Rdp,1039,1040,A5U,F2,L,69471570.00000016
Rdp,1522,1573,A5U,F2,L,1362187.6470588262
Rdp,3021,3158,A5U,F2,L,507091.7518248191
Rdp,8375,8481,A5U,F2,L,655392.1698113219
Rdp,1772,1776,A5U,01C,G,17367892.500000037
Rdp,2294,2663,A5U,01C,G,188269.83739837445
Rdp,7948,7990,A5U,A1D,G,1654085.0000000044
Rdp,8361,8363,A5U,A1D,G,34735785.00000014
Rdp,8513,8707,A5U,A1D,G,358100.87628866057
Rdp,900,1778,A5U,AD,G,79124.79498861064
Rdp,2495,2585,A5U,AD,G,771906.3333333351
Rdp,2717,2741,A5U,AD,G,2894648.7500000075
Rdp,3013,3066,A5U,AD,G,1310784.3396226438
Rdp,3547,3578,A5U,AD,G,2241018.3870967813
Rdp,3830,4806,A5U,AD,G,71179.88729508217
Rdp,5496,5830,A5U,AD,G,207998.71257485088
Rdp,6069,6071,A5U,AD,G,34735785.00000014
Rdp,6109,6760,A5U,AD,G,106715.16129032297
Rdp,6812,6816,A5U,AD,G,17367892.500000037
Rdp,8116,8123,A5U,AD,G,9924510.00000004
Rdp,8544,8678,A5U,AD,G,518444.55223880685
Rdp,2514,3190,A5U,AG,G,102768.59467455653
Rdp,8299,8555,A5U,C2U,G,271373.32031250047
Rdp,8587,8630,A5U,C2U,G,1615617.9069767487
Rdp,6661,7924,A5U,01A1,H,55005.201900237706
Rdp,8309,8433,A5U,01A1,H,560254.5967741952
Rdp,8532,8540,A5U,01A1,H,8683946.250000019
Rdp,2253,3386,A5U,01B,H,61316.478375993065
Rdp,6621,6625,A5U,01B,H,17367892.500000037
Rdp,6751,7361,A5U,01B,H,113887.81967213137
Rdp,8125,8504,A5U,01B,H,183302.29551451214
Rdp,159,472,A5U,01C,H,1.7260872240826642e-126
Rdp,5620,5621,A5U,01C,H,69471570.00000016
Rdp,3812,3870,A5U,02A,H,1197785.6896551766
Rdp,3937,4010,A5U,02A,H,951665.3424657558
Rdp,5508,5535,A5U,02A,H,2573021.111111117
Rdp,6128,6262,A5U,02A,H,518444.55223880685
Rdp,4707,4716,A5U,02G,H,7719063.333333346
Rdp,5756,5963,A5U,02G,H,335611.44927536347
Rdp,7549,7920,A5U,A1D,H,187254.90566037767
Rdp,8009,8057,A5U,A1D,H,1447324.3750000037
Rdp,8307,8339,A5U,A1D,H,2170986.562500004
Rdp,8579,8609,A5U,A1D,H,2315719.000000004
Rdp,924,933,A5U,AD,H,7719063.333333346
Rdp,1754,2084,A5U,AD,H,210519.90909090944
Rdp,2477,2561,A5U,AD,H,827042.5000000021
Rdp,2620,2669,A5U,AD,H,1417787.1428571458
Rdp,2765,2777,A5U,AD,H,5789297.500000016
Rdp,3084,3190,A5U,AD,H,655392.1698113219
Rdp,3422,3617,A5U,AD,H,356264.4615384624
Rdp,4759,4766,A5U,AD,H,9924510.00000004
Rdp,4821,4837,A5U,AD,H,4341973.125000008
Rdp,5395,5417,A5U,AD,H,3157798.636363643
Rdp,7977,8125,A5U,AD,H,469402.5000000013
Rdp,8321,8330,A5U,AD,H,7719063.333333346
Rdp,8454,8588,A5U,AD,H,518444.55223880685
Rdp,2147,2240,A5U,AE,H,747006.1290322596
Rdp,5475,5500,A5U,AE,H,2778862.800000006
Rdp,6533,7405,A5U,AE,H,79669.23165137634
Rdp,8127,8180,A5U,AE,H,1310784.3396226438
Rdp,6504,6506,A5U,H,J,34735785.00000014
Rdp,6681,6692,A5U,H,J,6315597.272727286
Rdp,6754,7615,A5U,H,J,80687.07317073185
Rdp,468,470,A5U,01C,J,34735785.00000014
Rdp,886,2552,A5U,01C,J,1.1193873812579406e-131
Rdp,2676,2708,A5U,01C,J,2170986.562500004
Rdp,2911,2930,A5U,01C,J,3656398.421052641
Rdp,3680,4818,A5U,01C,J,61047.073813708346
Rdp,4876,4885,A5U,01C,J,7719063.333333346
Rdp,5492,5513,A5U,01C,J,3308170.0000000093
Rdp,6169,6250,A5U,01C,J,857673.7037037046
Rdp,6559,6745,A5U,01C,J,373503.0645161297
Rdp,6920,6924,A5U,01C,J,17367892.500000037
Rdp,7624,7963,A5U,01C,J,204930.88495575276
Rdp,8324,8396,A5U,01C,J,964882.916666668
Rdp,729,1586,A5U,02A,J,0.004994420296974529
Rdp,3566,3570,A5U,02A,J,17367892.500000037
Rdp,4034,4055,A5U,02A,J,3308170.0000000093
Rdp,5547,5747,A5U,02A,J,347357.8500000006
Rdp,5839,5879,A5U,02A,J,1736789.250000005
Rdp,6118,6520,A5U,02A,J,172814.85074626905
Rdp,6557,6738,A5U,02A,J,383820.8287292822
Rdp,6969,6988,A5U,02A,J,3656398.421052641
Rdp,7183,7225,A5U,02A,J,1654085.0000000044
Rdp,222,480,A5U,02B,J,5.0443823603836884e-14
Rdp,6116,6344,A5U,02B,J,304699.8684210535
Rdp,6535,6730,A5U,02B,J,356264.4615384624
Rdp,1252,1527,A5U,02G,J,252623.8909090914
Rdp,1649,1652,A5U,02G,J,23157190.000000026
Rdp,3551,3557,A5U,02G,J,11578595.000000032
Rdp,3599,3607,A5U,02G,J,8683946.250000019
Rdp,3716,4851,A5U,02G,J,61208.431718061795
Rdp,5351,5356,A5U,02G,J,13894314.000000043
Rdp,5982,5986,A5U,02G,J,17367892.500000037
Rdp,6161,6190,A5U,02G,J,2395571.379310349
Rdp,6292,6304,A5U,02G,J,5789297.500000016
Rdp,6617,6622,A5U,02G,J,13894314.000000043
Rdp,6738,7427,A5U,02G,J,100829.56458635726
Rdp,4864,4876,A5U,A1D,J,5789297.500000016
Rdp,5018,5117,A5U,A1D,J,701733.0303030314
Rdp,8309,8319,A5U,A1D,J,6947157.000000008
Rdp,900,2339,A5U,AD,J,2.195148713932058e-87
Rdp,8087,8113,A5U,AD,J,2671983.4615384685
Rdp,8319,8321,A5U,AD,J,34735785.00000014
Rdp,7485,8319,A5U,AG,J,83299.24460431666
Rdp,4852,4876,A5U,BG,J,2894648.7500000075
Rdp,2606,2633,A5U,J,K,2573021.111111117
Rdp,5830,5869,A5U,J,K,1781322.3076923105
Rdp,7441,7719,A5U,J,K,249897.73381295026
Rdp,1253,1266,A5U,J,L,5343966.923076938
Rdp,1335,1341,A5U,J,L,11578595.000000032
Rdp,1500,1583,A5U,J,L,837006.8674698812
Rdp,2006,2084,A5U,J,L,890661.1538461568
Rdp,3241,3268,A5U,J,L,2573021.111111117
Rdp,4876,5285,A5U,J,L,169857.13936430335
Rdp,5633,6518,A5U,J,L,78498.94915254257
Rdp,6688,7018,A5U,J,L,210519.90909090944
Rdp,8021,8166,A5U,J,L,479114.27586207015
Rdp,186,313,A5U,J,cpx,547020.2362204738
Rdp,2231,2504,A5U,J,cpx,254474.6153846162
Rdp,3190,3288,A5U,J,cpx,708893.5714285728
Rdp,5989,5993,A5U,J,cpx,17367892.500000037
Rdp,780,1287,A5U,01C,K,137024.79289940855
Rdp,1848,1871,A5U,01C,K,3020503.0434782677
Rdp,2945,3305,A5U,01C,K,192976.58333333375
Rdp,4617,4705,A5U,01C,K,789449.6590909106
Rdp,5028,5037,A5U,01C,K,7719063.333333346
Rdp,5492,5580,A5U,01C,K,789449.6590909106
Rdp,5758,5794,A5U,01C,K,1929765.8333333398
Rdp,6520,6535,A5U,01C,K,4631438.000000008
Rdp,6788,6844,A5U,01C,K,1240563.7500000023
Rdp,4573,4683,A5U,02A,K,631559.727272729
Rdp,4951,5516,A5U,02A,K,122958.53097345168
Rdp,6131,6735,A5U,02A,K,115019.15562913922
Rdp,7010,7115,A5U,02A,K,661634.0000000023
Rdp,7249,7280,A5U,02A,K,2241018.3870967813
Rdp,7655,7930,A5U,02A,K,252623.8909090914
Rdp,8218,8234,A5U,02A,K,4341973.125000008
Rdp,717,786,A5U,02B,K,1006834.3478260881
Rdp,1248,1252,A5U,02B,K,17367892.500000037
Rdp,1577,1644,A5U,02B,K,1036889.1044776156
Rdp,2267,2669,A5U,02B,K,172814.85074626905
Rdp,2862,2953,A5U,02B,K,763423.8461538481
Rdp,3421,3434,A5U,02B,K,5343966.923076938
Rdp,6084,6097,A5U,02B,K,5343966.923076938
Rdp,6557,6739,A5U,02B,K,381711.92307692405
Rdp,8190,8279,A5U,02B,K,780579.4382022491
Rdp,1997,2144,A5U,02G,K,472595.71428571554
Rdp,4893,5473,A5U,02G,K,119778.56896551752
Rdp,5914,5953,A5U,02G,K,1781322.3076923105
Rdp,6548,6796,A5U,02G,K,280127.2983870971
Rdp,7010,7324,A5U,02G,K,221247.03821656108
Rdp,8016,8038,A5U,02G,K,3157798.636363643
Rdp,8110,8330,A5U,02G,K,315779.86363636394
Rdp,588,621,A5U,A1D,K,2105199.090909097
Rdp,780,786,A5U,A1D,K,11578595.000000032
Rdp,4769,4810,A5U,A1D,K,1694428.536585368
Rdp,5085,5105,A5U,A1D,K,3473578.5000000102
Rdp,7463,7473,A5U,A1D,K,6947157.000000008
Rdp,7624,7923,A5U,A1D,K,232346.38795986687
Rdp,7996,8009,A5U,A1D,K,5343966.923076938
Rdp,5016,5400,A5U,BF,K,180915.5468750004
Rdp,6797,6812,A5U,BF,K,4631438.000000008
Rdp,1161,1201,A5U,BF1,K,1736789.250000005
Rdp,1330,1545,A5U,BF1,K,323123.58139535
Rdp,825,1763,A5U,BG,K,3740.096418519465
Rdp,1452,1487,A5U,C2U,K,1984902.0000000058
Rdp,7111,7243,A5U,CD,K,526299.7727272741
Rdp,7381,7414,A5U,CD,K,2105199.090909097
Rdp,7485,7526,A5U,CD,K,1694428.536585368
Rdp,5695,5713,A5U,DF,K,3859531.666666673
Rdp,7597,7703,A5U,DF,K,655392.1698113219
Rdp,2255,2507,A5U,K,L,275680.8333333337
Rdp,2711,2721,A5U,K,L,6947157.000000008
Rdp,3509,4307,A5U,K,L,87057.10526315814
Rdp,4607,4608,A5U,K,L,69471570.00000016
Rdp,4886,4928,A5U,K,L,1654085.0000000044
Rdp,5390,5396,A5U,K,L,11578595.000000032
Rdp,5633,6037,A5U,K,L,171959.3316831688
Rdp,6250,6925,A5U,K,L,102920.84444444465
Rdp,7963,8070,A5U,K,L,649267.0093457956
Rdp,3761,4485,A5U,K,cpx,95955.20718232071
Rdp,5979,5983,A5U,K,cpx,17367892.500000037
Rdp,6012,6752,A5U,K,cpx,93880.50000000016
Rdp,6761,6762,A5U,K,cpx,69471570.00000016
Rdp,6880,6884,A5U,K,cpx,17367892.500000037
Rdp,7324,7369,A5U,K,cpx,1543812.6666666705
Rdp,7945,7981,A5U,K,cpx,1929765.8333333398
Rdp,8021,8035,A5U,K,cpx,4962255.00000001
Rdp,6371,8295,A5U,01A1,L,36107.88461538466
Rdp,3459,5649,A5U,01B,L,31722.178082191844
Rdp,607,1294,A5U,01C,L,7.168874600270492
Rdp,1582,1694,A5U,01C,L,620281.8750000022
Rdp,1908,2006,A5U,01C,L,708893.5714285728
Rdp,3150,3167,A5U,01C,L,4086562.9411764834
Rdp,3287,3299,A5U,01C,L,5789297.500000016
Rdp,4937,5524,A5U,01C,L,118350.20442930177
Rdp,5621,5629,A5U,01C,L,8683946.250000019
Rdp,5689,5757,A5U,01C,L,1021640.7352941206
Rdp,5985,5986,A5U,01C,L,69471570.00000016
Rdp,564,1296,A5U,02A,L,2.4552326326200063e-26
Rdp,2366,2769,A5U,02A,L,172386.02977667557
Rdp,2930,3551,A5U,02A,L,111870.4830917877
Rdp,5585,5641,A5U,02A,L,1240563.7500000023
Rdp,7640,8207,A5U,02A,L,122524.81481481515
Rdp,1536,1796,A5U,02B,L,267198.34615384706
Rdp,3020,3368,A5U,02B,L,199630.9482758625
Rdp,3455,3494,A5U,02B,L,1781322.3076923105
Rdp,4876,5220,A5U,02B,L,201952.23837209353
Rdp,5500,5502,A5U,02B,L,34735785.00000014
Rdp,6073,6089,A5U,02B,L,4341973.125000008
Rdp,6559,6561,A5U,02B,L,34735785.00000014
Rdp,6667,6676,A5U,02B,L,7719063.333333346
Rdp,6954,6969,A5U,02B,L,4631438.000000008
Rdp,1850,1920,A5U,02G,L,992451.0000000028
Rdp,2078,2250,A5U,02G,L,403904.4767441871
Rdp,2432,3547,A5U,02G,L,62306.340807174965
Rdp,5460,5483,A5U,02G,L,3020503.0434782677
Rdp,5903,5965,A5U,02G,L,1120509.1935483885
Rdp,7430,8307,A5U,02G,L,79215.01710376295
Rdp,5757,6015,A5U,A1D,L,269269.6511627916
Rdp,6089,6097,A5U,A1D,L,8683946.250000019
Rdp,7148,7222,A5U,A1D,L,938805.0000000026
Rdp,7523,7537,A5U,A1D,L,4962255.00000001
Rdp,7597,8165,A5U,A1D,L,122309.10211267619
Rdp,885,1522,A5U,AD,L,109060.54945054972
Rdp,1648,1898,A5U,AD,L,277886.2800000008
Rdp,2477,2516,A5U,AD,L,1781322.3076923105
Rdp,3462,3503,A5U,AD,L,1694428.536585368
Rdp,3561,3596,A5U,AD,L,1984902.0000000058
Rdp,5944,6024,A5U,C2U,L,868394.6250000023
Rdp,6053,6102,A5U,C2U,L,1417787.1428571458
Rdp,6482,6504,A5U,C2U,L,3157798.636363643
Rdp,5695,6404,A5U,DF,L,97985.2891396336
Rdp,472,1254,A5U,L,cpx,3.036402976383516e-105
Rdp,1787,1796,A5U,L,cpx,7719063.333333346
Rdp,4570,4577,A5U,L,cpx,9924510.00000004
Rdp,4851,5638,A5U,L,cpx,88273.91359593414
Rdp,5927,5933,A5U,L,cpx,11578595.000000032
Rdp,7525,7924,A5U,01C,cpx,174114.210526316
Rdp,5589,5595,A5U,02A,cpx,11578595.000000032
Rdp,6069,6507,A5U,02A,cpx,158610.8904109591
Rdp,6799,6826,A5U,02A,cpx,2573021.111111117
Rdp,6934,7513,A5U,02A,cpx,119985.44041450812
Rdp,7634,8116,A5U,02A,cpx,144131.88796680534
Rdp,3528,3545,A5U,A1D,cpx,4086562.9411764834
Rdp,3768,3780,A5U,A1D,cpx,5789297.500000016
Rdp,5084,5103,A5U,A1D,cpx,3656398.421052641
Rdp,7514,7913,A5U,A1D,cpx,174114.210526316
Rdp,8288,8696,A5U,A1D,cpx,170273.45588235353
Rdp,487,1652,A5U,A2D,cpx,1.603897789366914e-262
Rdp,3851,3953,A5U,BG,cpx,681093.8235294143
Rdp,3545,3560,A5U,C2U,cpx,4631438.000000008
Rdp,6648,6692,A5U,C2U,cpx,1578899.3181818214
Rdp,0,88,A6,01A1,01C,1.143310370466209e-161
Rdp,3336,3475,A6,01A1,01C,499795.4676259006
Rdp,4617,5963,A6,01A1,01C,51613.350668648
Rdp,0,86,A6,01A1,02A,9.343244506730907e-165
Rdp,780,785,A6,01A1,02A,13894314.000000043
Rdp,891,1093,A6,01A1,02A,343918.663366337
Rdp,4058,4847,A6,01A1,02A,88050.15209125492
Rdp,6247,6250,A6,01A1,02A,23157190.000000026
Rdp,6325,6364,A6,01A1,02A,1781322.3076923105
Rdp,7808,8401,A6,01A1,02A,117152.73187183835
Rdp,8707,8843,A6,01A1,02A,510820.3676470594
Rdp,0,74,A6,01A1,02B,7.81900755752319e-149
Rdp,607,620,A6,01A1,02B,5343966.923076938
Rdp,1068,1093,A6,01A1,02B,2778862.800000006
Rdp,4577,4656,A6,01A1,02B,879386.9620253177
Rdp,5456,5651,A6,01A1,02B,356264.4615384624
Rdp,6643,6723,A6,01A1,02B,868394.6250000023
Rdp,8579,8586,A6,01A1,02B,9924510.00000004
Rdp,8705,8844,A6,01A1,02B,499795.4676259006
Rdp,0,83,A6,01A1,02G,5.713868817951865e-160
Rdp,4322,4330,A6,01A1,02G,8683946.250000019
Rdp,5410,5449,A6,01A1,02G,1781322.3076923105
Rdp,5611,5624,A6,01A1,02G,5343966.923076938
Rdp,5995,6002,A6,01A1,02G,9924510.00000004
Rdp,8035,8513,A6,01A1,02G,145338.01255230152
Rdp,0,81,A6,01A1,A1D,2.3453234399731577e-139
Rdp,7936,7948,A6,01A1,A1D,5789297.500000016
Rdp,0,84,A6,01A1,A5U,2.569501050861621e-155
Rdp,3528,3634,A6,01A1,A5U,655392.1698113219
Rdp,4596,4686,A6,01A1,A5U,771906.3333333351
Rdp,4766,4784,A6,01A1,A5U,3859531.666666673
Rdp,5395,5415,A6,01A1,A5U,3473578.5000000102
Rdp,5595,5596,A6,01A1,A5U,69471570.00000016
Rdp,5812,5880,A6,01A1,A5U,1021640.7352941206
Rdp,7666,7736,A6,01A1,A5U,992451.0000000028
Rdp,8180,8874,A6,01A1,A5U,100103.12680115286
Rdp,0,74,A6,01A1,AD,7.81900755752319e-149
Rdp,5324,6997,A6,01A1,AD,41525.14644351472
Rdp,7401,8842,A6,01A1,AD,48210.6662040251
Rdp,0,82,A6,01A1,BF1,1.2212312219926095e-143
Rdp,5709,6002,A6,01A1,BF1,237104.33447099043
Rdp,0,81,A6,01A1,C2U,2.3453234399731577e-139
Rdp,5938,6036,A6,01A1,C2U,708893.5714285728
Rdp,6089,6107,A6,01A1,C2U,3859531.666666673
Rdp,0,70,A6,01A1,CPZ,1.2265790374848804e-108
Rdp,1698,1866,A6,01A1,01B,413521.25000000105
Rdp,1940,1955,A6,01A1,01B,4631438.000000008
Rdp,2546,5657,A6,01B,01C,22330.945033751264
Rdp,6067,6068,A6,01B,01C,69471570.00000016
Rdp,6118,6133,A6,01B,01C,4631438.000000008
Rdp,6543,6565,A6,01B,01C,3157798.636363643
Rdp,6596,6597,A6,01B,01C,69471570.00000016
Rdp,6628,6730,A6,01B,01C,681093.8235294143
Rdp,7351,7361,A6,01B,01C,6947157.000000008
Rdp,0,105,A6,01B,02A,4.6141102518182015e-194
Rdp,675,762,A6,01B,02A,798523.7931034501
Rdp,972,1053,A6,01B,02A,857673.7037037046
Rdp,3321,4852,A6,01B,02A,45376.59699542796
Rdp,6016,7501,A6,01B,02A,46782.20202020207
Rdp,7684,7693,A6,01B,02A,7719063.333333346
Rdp,0,98,A6,01B,02B,5.687208595269122e-187
Rdp,4704,4742,A6,01B,02B,1828199.2105263202
Rdp,6016,6048,A6,01B,02B,2170986.562500004
Rdp,8047,8401,A6,01B,02B,196247.3728813566
Rdp,8577,8627,A6,01B,02B,1389431.4000000027
Rdp,0,106,A6,01B,02G,2.608522513779754e-189
Rdp,5838,6060,A6,01B,02G,312935.00000000047
Rdp,6205,6427,A6,01B,02G,312935.00000000047
Rdp,6756,7716,A6,01B,02G,72366.2187500001
Rdp,7902,7965,A6,01B,02G,1102723.3333333351
Rdp,8582,8597,A6,01B,02G,4631438.000000008
Rdp,0,106,A6,01B,A1D,5.153525805129349e-168
Rdp,5617,5638,A6,01B,A1D,3308170.0000000093
Rdp,5821,6392,A6,01B,A1D,121666.49737302991
Rdp,6513,6565,A6,01B,A1D,1335991.7307692342
Rdp,6772,6778,A6,01B,A1D,11578595.000000032
Rdp,6934,6936,A6,01B,A1D,34735785.00000014
Rdp,7028,7111,A6,01B,A1D,837006.8674698812
Rdp,7402,7441,A6,01B,A1D,1781322.3076923105
Rdp,8141,8758,A6,01B,A1D,112595.73743922237
Rdp,0,97,A6,01B,A2D,1.9383955309739375e-185
Rdp,4112,4686,A6,01B,A2D,121030.60975609769
Rdp,5399,5677,A6,01B,A2D,249897.73381295026
Rdp,5713,5800,A6,01B,A2D,798523.7931034501
Rdp,6304,7501,A6,01B,A2D,58038.0701754388
Rdp,7987,8726,A6,01B,A2D,94007.5372124495
Rdp,0,103,A6,01B,A5U,8.384163230685855e-185
Rdp,4058,4331,A6,01B,A5U,254474.6153846162
Rdp,4484,4506,A6,01B,A5U,3157798.636363643
Rdp,4556,4567,A6,01B,A5U,6315597.272727286
Rdp,4766,4837,A6,01B,A5U,978472.8169014115
Rdp,5394,5583,A6,01B,A5U,367574.44444444525
Rdp,5600,5617,A6,01B,A5U,4086562.9411764834
Rdp,5813,5818,A6,01B,A5U,13894314.000000043
Rdp,6709,6748,A6,01B,A5U,1781322.3076923105
Rdp,7485,7515,A6,01B,A5U,2315719.000000004
Rdp,7649,7701,A6,01B,A5U,1335991.7307692342
Rdp,8125,8757,A6,01B,A5U,109923.37025316487
Rdp,0,99,A6,01B,AD,1.6859038059762586e-188
Rdp,924,1044,A6,01B,AD,578929.750000002
Rdp,3226,3240,A6,01B,AD,4962255.00000001
Rdp,3625,3682,A6,01B,AD,1218799.4736842143
Rdp,4759,4768,A6,01B,AD,7719063.333333346
Rdp,7722,8636,A6,01B,AD,76008.28227571143
Rdp,0,101,A6,01B,BF1,2.5995546368022603e-173
Rdp,0,102,A6,01B,C2U,5.529641007051867e-167
Rdp,6781,7264,A6,01B,C2U,143833.47826086998
Rdp,0,87,A6,01B,CPZ,3.1536046346410115e-129
Rdp,5845,5977,A6,01C,CPZ,526299.7727272741
Rdp,568,799,A6,01C,02A,300742.72727272805
Rdp,4919,4925,A6,01C,02A,11578595.000000032
Rdp,5689,5708,A6,01C,02A,3656398.421052641
Rdp,5819,6060,A6,01C,02A,288263.7759336107
Rdp,7514,7749,A6,01C,02A,295623.7021276603
Rdp,969,1011,A6,02A,02B,1654085.0000000044
Rdp,6970,6989,A6,02A,02B,3656398.421052641
Rdp,8711,8844,A6,02A,02B,522342.6315789486
Rdp,474,493,A6,02A,C2U,3656398.421052641
Rdp,1712,1745,A6,02A,C2U,2105199.090909097
Rdp,5708,5743,A6,02A,C2U,1984902.0000000058
Rdp,8339,8636,A6,02A,C2U,233911.01010101062
Rdp,8513,8516,A6,02A,CPZ,23157190.000000026
Rdp,8633,8874,A6,02A,CPZ,288263.7759336107
Rdp,2636,4265,A6,01C,02B,42646.75874769807
Rdp,4487,4695,A6,01C,02B,333997.9326923085
Rdp,4856,4863,A6,01C,02B,9924510.00000004
Rdp,5692,5757,A6,01C,02B,1068793.3846153885
Rdp,7427,7445,A6,01C,02B,3859531.666666673
Rdp,8300,8494,A6,01C,02B,358100.87628866057
Rdp,0,106,A6,02B,CPZ,1.8156565318195423e-158
Rdp,5908,6012,A6,02B,CPZ,667995.865384617
Rdp,8636,8874,A6,02B,CPZ,291897.3529411773
Rdp,3456,3986,A6,01C,02G,131078.43396226448
Rdp,4577,4617,A6,01C,02G,1736789.250000005
Rdp,6066,6319,A6,01C,02G,274591.1857707516
Rdp,7525,7534,A6,01C,02G,7719063.333333346
Rdp,7590,7615,A6,01C,02G,2778862.800000006
Rdp,6064,6805,A6,02A,02G,93753.80566801653
Rdp,7547,7713,A6,02A,02G,418503.43373494054
Rdp,1272,1295,A6,02B,02G,3020503.0434782677
Rdp,2253,2285,A6,02B,02G,2170986.562500004
Rdp,3085,3921,A6,02B,02G,83099.96411483272
Rdp,6071,6798,A6,02B,02G,95559.2434663001
Rdp,7952,8687,A6,02B,02G,94519.142857143
Rdp,175,519,A6,02G,A1D,1.7914642946483642e-127
Rdp,1270,1320,A6,02G,A1D,1389431.4000000027
Rdp,1436,1527,A6,02G,A1D,763423.8461538481
Rdp,2501,2506,A6,02G,A1D,13894314.000000043
Rdp,4097,4219,A6,02G,A1D,569439.0983606564
Rdp,4486,4607,A6,02G,A1D,574145.2066115715
Rdp,5427,5435,A6,02G,A1D,8683946.250000019
Rdp,5649,5650,A6,02G,A1D,69471570.00000016
Rdp,5976,6338,A6,02G,A1D,191910.41436464142
Rdp,6411,6490,A6,02G,A1D,879386.9620253177
Rdp,7939,8033,A6,02G,A1D,739059.2553191513
Rdp,6520,6787,A6,02G,C2U,260193.14606741653
Rdp,8315,8624,A6,02G,C2U,224827.087378641
Rdp,8534,8539,A6,02G,CPZ,13894314.000000043
Rdp,8639,8874,A6,02G,CPZ,295623.7021276603
Rdp,8582,8675,A6,A,A1,747006.1290322596
Rdp,939,1918,A6,01C,A1D,70961.7671092912
Rdp,2777,2862,A6,01C,A1D,817312.5882352958
Rdp,3466,3497,A6,01C,A1D,2241018.3870967813
Rdp,4944,5761,A6,01C,A1D,85032.52141982874
Rdp,6115,6120,A6,01C,A1D,13894314.000000043
Rdp,6799,7063,A6,01C,A1D,263149.88636363705
Rdp,7097,7138,A6,01C,A1D,1694428.536585368
Rdp,7333,7923,A6,01C,A1D,117748.42372881378
Rdp,15,151,A6,02A,A1D,2.443627735684542e-191
Rdp,891,1539,A6,02A,A1D,107209.21296296324
Rdp,2222,4508,A6,02A,A1D,30390.013123359684
Rdp,4565,4680,A6,02A,A1D,604100.6086956541
Rdp,4934,5741,A6,02A,A1D,86086.20817843884
Rdp,6076,6107,A6,02A,A1D,2241018.3870967813
Rdp,6126,6670,A6,02A,A1D,127705.09191176505
Rdp,310,741,A6,02B,A1D,5.21859126562779e-62
Rdp,1491,1533,A6,02B,A1D,1654085.0000000044
Rdp,1617,1632,A6,02B,A1D,4631438.000000008
Rdp,2862,2885,A6,02B,A1D,3020503.0434782677
Rdp,4364,4468,A6,02B,A1D,667995.865384617
Rdp,5042,5710,A6,02B,A1D,103999.35628742543
Rdp,6724,6755,A6,02B,A1D,2241018.3870967813
Rdp,7780,7921,A6,02B,A1D,492706.170212767
Rdp,497,717,A6,A1D,C2U,315779.86363636394
Rdp,5655,5755,A6,A1D,C2U,694715.7000000014
Rdp,6448,6452,A6,A1D,C2U,17367892.500000037
Rdp,5262,5268,A6,A1D,CPZ,11578595.000000032
Rdp,1249,4577,A6,01A1,A2,8.628169882830913e-196
Rdp,514,515,A6,01B,A2,69471570.00000016
Rdp,687,696,A6,01B,A2,7719063.333333346
Rdp,785,789,A6,01B,A2,17367892.500000037
Rdp,1098,3969,A6,01B,A2,5.1337953455786586e-239
Rdp,4812,4818,A6,01B,A2,11578595.000000032
Rdp,4925,5451,A6,01B,A2,132075.22813688227
Rdp,507,531,A6,01C,A2,2894648.7500000075
Rdp,1569,2171,A6,01C,A2,115401.27906976774
Rdp,3281,3290,A6,01C,A2,7719063.333333346
Rdp,3557,3559,A6,01C,A2,34735785.00000014
Rdp,4938,5448,A6,01C,A2,136218.7647058827
Rdp,5692,5800,A6,01C,A2,643255.2777777791
Rdp,5974,5981,A6,01C,A2,9924510.00000004
Rdp,4937,4973,A6,02A,A2,1929765.8333333398
Rdp,5068,5187,A6,02A,A2,583794.7058823536
Rdp,5662,5996,A6,02A,A2,207998.71257485088
